split,cluster,band,cost,direction,retained,contracts,events,trades
test,12,3,32,Y,False,4,4,26
test,12,3,33,N,True,10,10,17
test,12,3,33,Y,True,7,7,27
test,12,3,34,N,True,10,10,12
test,12,3,34,Y,True,8,8,27
test,12,3,35,N,True,5,5,7
test,12,3,35,Y,True,6,6,44
test,12,3,36,N,True,9,9,9
test,12,3,36,Y,True,7,7,32
test,12,3,37,N,False,3,3,3
test,12,3,37,Y,False,5,5,9
test,12,3,38,N,True,5,5,7
test,12,3,38,Y,True,6,6,11
test,12,3,39,N,True,6,6,7
test,12,3,39,Y,True,8,8,14
test,12,3,40,N,False,5,5,5
test,12,3,40,Y,False,4,4,9
test,12,4,41,N,False,5,5,7
test,12,4,41,Y,False,3,3,12
test,12,4,42,N,True,5,5,8
test,12,4,42,Y,True,5,5,10
test,12,4,43,N,False,4,4,4
test,12,4,43,Y,False,7,6,12
test,12,4,44,N,False,3,3,3
test,12,4,44,Y,False,4,4,4
test,12,4,45,N,False,4,4,4
test,12,4,45,Y,False,3,3,4
test,12,4,46,N,False,2,2,2
test,12,4,46,Y,False,5,5,5
test,12,4,47,N,False,4,4,5
test,12,4,47,Y,False,4,4,4
test,12,4,48,N,False,5,5,6
test,12,4,48,Y,False,4,4,5
test,12,4,49,N,False,7,7,7
test,12,4,49,Y,False,3,3,3
test,13,0,1,Y,False,1,1,1
test,13,0,4,Y,False,1,1,1
test,13,0,5,Y,False,1,1,1
test,13,0,10,N,False,1,1,1
test,13,1,12,Y,False,1,1,2
test,13,1,13,Y,False,1,1,2
test,13,1,14,Y,False,1,1,4
test,13,1,15,Y,False,1,1,5
test,13,1,20,Y,False,1,1,9
test,13,2,21,Y,False,1,1,3
test,13,2,22,Y,False,1,1,2
test,13,2,23,Y,False,1,1,5
test,13,2,24,Y,False,1,1,2
test,13,2,25,Y,False,3,3,5
test,13,2,26,Y,False,1,1,4
test,13,2,27,Y,False,2,2,2
test,13,2,28,Y,False,2,2,5
test,13,2,29,Y,False,1,1,2
test,13,2,30,Y,False,1,1,1
test,13,3,32,Y,False,1,1,1
test,13,3,33,Y,False,1,1,3
test,13,3,34,Y,False,1,1,5
test,13,3,35,Y,False,1,1,3
test,13,3,36,Y,False,1,1,1
test,13,3,38,Y,False,2,2,3
test,13,3,39,Y,False,1,1,1
test,13,3,40,Y,False,2,2,3
test,13,4,41,Y,False,1,1,4
test,13,4,42,N,False,1,1,1
test,13,4,42,Y,False,2,2,9
test,13,4,43,Y,False,1,1,2
test,13,4,44,Y,False,1,1,4
test,13,4,45,N,False,1,1,2
test,13,4,45,Y,False,2,2,5
test,13,4,46,N,False,1,1,1
test,13,4,46,Y,False,1,1,1
test,13,4,48,Y,False,2,2,3
test,13,4,49,N,False,1,1,1
test,13,4,49,Y,False,1,1,1
test,14,0,1,N,False,2,2,4
test,14,0,1,Y,False,8,5,97
test,14,0,2,Y,False,4,4,57
test,14,0,3,Y,False,1,1,5
test,14,0,4,Y,False,2,2,5
test,14,0,5,Y,False,1,1,1
test,14,0,6,N,False,1,1,1
test,14,0,6,Y,False,2,1,63
test,14,0,7,N,False,2,2,6
test,14,0,7,Y,False,3,2,53
test,14,0,8,Y,False,4,3,17
test,14,0,9,N,False,1,1,1
test,14,0,9,Y,False,2,2,5
test,14,0,10,N,False,2,2,3
test,14,0,10,Y,False,2,2,3
test,14,1,11,N,False,3,3,7
test,14,1,12,N,False,2,2,4
test,14,1,12,Y,False,1,1,6
test,14,1,13,N,False,2,2,4
test,14,1,13,Y,False,2,2,2
test,14,1,14,N,False,3,3,9
test,14,1,14,Y,False,3,3,29
test,14,1,15,N,False,2,2,9
test,14,1,15,Y,False,3,3,7
test,14,1,16,N,False,4,4,15
test,14,1,16,Y,False,3,3,8
test,14,1,17,N,False,3,3,27
test,14,1,17,Y,False,2,2,22
test,14,1,18,N,False,2,2,10
test,14,1,18,Y,False,2,2,8
test,14,1,19,N,False,1,1,5
test,14,1,19,Y,False,1,1,2
test,14,1,20,N,False,2,2,3
test,14,1,20,Y,False,1,1,2
test,14,2,21,N,False,1,1,5
test,14,2,21,Y,False,1,1,4
test,14,2,22,N,False,1,1,4
test,14,2,23,N,False,2,2,3
test,14,2,23,Y,False,1,1,5
test,14,2,24,Y,False,1,1,11
test,14,2,25,Y,False,3,3,4
test,14,2,26,Y,False,1,1,1
test,14,2,28,N,False,1,1,3
test,14,2,28,Y,False,1,1,2
test,14,2,29,Y,False,1,1,1
test,14,2,30,N,False,1,1,1
test,14,2,30,Y,False,1,1,2
test,14,3,32,Y,False,1,1,1
test,14,3,33,N,False,2,1,3
test,14,3,33,Y,False,1,1,1
test,14,3,34,N,False,1,1,2
test,14,3,35,N,False,1,1,1
test,14,3,37,Y,False,1,1,1
test,14,3,38,N,False,1,1,1
test,14,3,39,Y,False,2,1,2
test,14,3,40,Y,False,1,1,1
test,14,4,41,Y,False,1,1,1
test,14,4,42,Y,False,3,2,6
test,14,4,43,N,False,1,1,2
test,14,4,43,Y,False,2,2,2
test,14,4,44,Y,False,4,3,6
test,14,4,45,N,False,2,1,2
test,14,4,45,Y,False,3,2,4
test,14,4,46,Y,False,1,1,4
test,14,4,47,N,False,1,1,1
test,14,4,47,Y,False,2,2,2
test,14,4,48,N,False,1,1,1
test,14,4,49,Y,False,1,1,2
test,15,0,1,N,True,28,20,95
test,15,0,1,Y,True,33,25,68
test,15,0,2,N,True,22,19,43
test,15,0,2,Y,True,21,18,40
test,15,0,3,N,True,18,15,49
test,15,0,3,Y,True,13,12,24
test,15,0,4,N,True,26,22,42
test,15,0,4,Y,True,25,22,56
test,15,0,5,N,True,40,32,101
test,15,0,5,Y,True,31,29,79
test,15,0,6,N,True,48,42,89
test,15,0,6,Y,True,35,33,65
test,15,0,7,N,True,38,35,71
test,15,0,7,Y,True,40,37,60
test,15,0,8,N,True,44,38,82
test,15,0,8,Y,True,33,32,80
test,15,0,9,N,True,57,51,108
test,15,0,9,Y,True,34,33,58
test,15,0,10,N,True,58,48,138
test,15,0,10,Y,True,37,33,72
test,15,1,11,N,True,44,38,95
test,15,1,11,Y,True,37,36,91
test,15,1,12,N,True,49,42,110
test,15,1,12,Y,True,44,41,91
test,15,1,13,N,True,41,39,64
test,15,1,13,Y,True,45,43,97
test,15,1,14,N,True,53,46,100
test,15,1,14,Y,True,60,57,123
test,15,1,15,N,True,51,43,138
test,15,1,15,Y,True,51,46,114
test,15,1,16,N,True,51,45,97
test,15,1,16,Y,True,50,47,104
test,15,1,17,N,True,62,54,131
test,15,1,17,Y,True,51,48,118
test,15,1,18,N,True,47,42,101
test,15,1,18,Y,True,55,47,113
test,15,1,19,N,True,51,44,101
test,15,1,19,Y,True,54,49,121
test,15,1,20,N,True,64,56,177
test,15,1,20,Y,True,66,62,163
test,15,2,21,N,True,65,58,159
test,15,2,21,Y,True,58,48,129
test,15,2,22,N,True,61,50,125
test,15,2,22,Y,True,55,49,134
test,15,2,23,N,True,58,50,141
test,15,2,23,Y,True,58,51,123
test,15,2,24,N,True,55,50,101
test,15,2,24,Y,True,45,39,94
test,15,2,25,N,True,60,54,148
test,15,2,25,Y,True,57,49,129
test,15,2,26,N,True,54,50,134
test,15,2,26,Y,True,39,36,78
test,15,2,27,N,True,71,63,187
test,15,2,27,Y,True,46,42,78
test,15,2,28,N,True,65,58,145
test,15,2,28,Y,True,63,55,118
test,15,2,29,N,True,57,54,117
test,15,2,29,Y,True,60,56,118
test,15,2,30,N,True,66,54,140
test,15,2,30,Y,True,72,62,142
test,15,3,31,N,True,66,58,150
test,15,3,31,Y,True,53,48,120
test,15,3,32,N,True,59,53,133
test,15,3,32,Y,True,66,62,105
test,15,3,33,N,True,49,44,140
test,15,3,33,Y,True,67,63,131
test,15,3,34,N,True,59,50,117
test,15,3,34,Y,True,57,50,119
test,15,3,35,N,True,62,55,172
test,15,3,35,Y,True,60,56,157
test,15,3,36,N,True,55,49,179
test,15,3,36,Y,True,66,59,144
test,15,3,37,N,True,48,44,101
test,15,3,37,Y,True,57,53,125
test,15,3,38,N,True,53,48,126
test,15,3,38,Y,True,59,54,117
test,15,3,39,N,True,48,44,133
test,15,3,39,Y,True,53,50,114
test,15,3,40,N,True,56,46,160
test,15,3,40,Y,True,59,54,125
test,15,4,41,N,True,51,49,153
test,15,4,41,Y,True,70,66,148
test,15,4,42,N,True,56,51,149
test,15,4,42,Y,True,63,53,147
test,15,4,43,N,True,48,42,130
test,15,4,43,Y,True,73,62,123
test,15,4,44,N,True,60,56,149
test,15,4,44,Y,True,63,56,118
test,15,4,45,N,True,62,57,173
test,15,4,45,Y,True,62,58,166
test,15,4,46,N,True,51,45,125
test,15,4,46,Y,True,57,53,158
test,15,4,47,N,True,57,52,126
test,15,4,47,Y,True,60,52,150
test,15,4,48,N,True,64,58,160
test,15,4,48,Y,True,68,66,146
test,15,4,49,N,True,70,64,174
test,15,4,49,Y,True,70,60,152
train,0,0,1,N,False,2,2,3
train,0,0,1,Y,False,146,137,903
train,0,0,2,N,False,1,1,1
train,0,0,2,Y,False,113,103,462
train,0,0,3,N,False,2,2,2
train,0,0,3,Y,False,159,141,964
train,0,0,4,N,False,1,1,2
train,0,0,4,Y,False,151,133,765
train,0,0,5,N,False,1,1,1
train,0,0,5,Y,False,162,146,904
train,0,0,6,N,False,2,2,4
train,0,0,6,Y,False,172,155,922
train,0,0,7,N,False,2,2,2
train,0,0,7,Y,False,156,139,752
train,0,0,8,N,False,2,2,4
train,0,0,8,Y,False,174,156,661
train,0,0,9,N,False,2,2,25
train,0,0,9,Y,False,187,166,829
train,0,0,10,N,False,2,2,12
train,0,0,10,Y,False,198,177,758
train,0,1,11,N,False,3,3,4
train,0,1,11,Y,False,175,157,599
train,0,1,12,N,False,4,4,7
train,0,1,12,Y,False,172,148,650
train,0,1,13,N,False,3,3,5
train,0,1,13,Y,False,179,158,711
train,0,1,14,N,False,3,3,6
train,0,1,14,Y,False,180,165,673
train,0,1,15,N,True,6,6,9
train,0,1,15,Y,True,187,168,846
train,0,1,16,N,False,2,2,5
train,0,1,16,Y,False,195,180,707
train,0,1,17,N,False,4,4,12
train,0,1,17,Y,False,210,188,750
train,0,1,18,N,True,6,6,11
train,0,1,18,Y,True,204,183,761
train,0,1,19,N,True,6,6,10
train,0,1,19,Y,True,208,181,756
train,0,1,20,N,True,5,5,10
train,0,1,20,Y,True,231,203,829
train,0,2,21,N,False,3,2,10
train,0,2,21,Y,False,199,180,738
train,0,2,22,N,True,6,6,17
train,0,2,22,Y,True,218,190,856
train,0,2,23,N,True,7,7,13
train,0,2,23,Y,True,214,188,803
train,0,2,24,N,False,4,4,5
train,0,2,24,Y,False,201,176,714
train,0,2,25,N,True,12,11,19
train,0,2,25,Y,True,208,186,847
train,0,2,26,N,True,9,9,21
train,0,2,26,Y,True,203,182,826
train,0,2,27,N,True,10,10,39
train,0,2,27,Y,True,209,188,826
train,0,2,28,N,True,11,11,37
train,0,2,28,Y,True,222,197,828
train,0,2,29,N,True,5,5,36
train,0,2,29,Y,True,190,174,761
train,0,2,30,N,True,12,12,36
train,0,2,30,Y,True,222,198,908
train,0,3,31,N,True,14,14,39
train,0,3,31,Y,True,218,189,984
train,0,3,32,N,True,17,17,49
train,0,3,32,Y,True,206,184,857
train,0,3,33,N,True,12,12,32
train,0,3,33,Y,True,210,191,888
train,0,3,34,N,True,11,11,34
train,0,3,34,Y,True,200,182,891
train,0,3,35,N,True,22,21,101
train,0,3,35,Y,True,212,190,876
train,0,3,36,N,True,21,21,88
train,0,3,36,Y,True,190,172,684
train,0,3,37,N,True,20,20,94
train,0,3,37,Y,True,182,167,650
train,0,3,38,N,True,28,28,124
train,0,3,38,Y,True,180,166,698
train,0,3,39,N,True,30,30,166
train,0,3,39,Y,True,172,160,640
train,0,3,40,N,True,34,34,189
train,0,3,40,Y,True,165,156,699
train,0,4,41,N,True,38,38,256
train,0,4,41,Y,True,147,139,594
train,0,4,42,N,True,39,39,265
train,0,4,42,Y,True,103,99,511
train,0,4,43,N,True,40,39,235
train,0,4,43,Y,True,134,126,605
train,0,4,44,N,True,43,42,306
train,0,4,44,Y,True,137,131,611
train,0,4,45,N,True,57,56,364
train,0,4,45,Y,True,121,118,630
train,0,4,46,N,True,57,57,378
train,0,4,46,Y,True,115,112,528
train,0,4,47,N,True,71,71,321
train,0,4,47,Y,True,104,100,425
train,0,4,48,N,True,79,79,350
train,0,4,48,Y,True,103,102,446
train,0,4,49,N,True,90,88,416
train,0,4,49,Y,True,93,90,501
train,1,0,1,N,True,5,4,12
train,1,0,1,Y,True,273,112,5794
train,1,0,2,N,True,8,7,9
train,1,0,2,Y,True,194,78,3382
train,1,0,3,N,True,7,7,8
train,1,0,3,Y,True,196,88,3097
train,1,0,4,N,False,2,2,2
train,1,0,4,Y,False,209,101,2060
train,1,0,5,N,False,3,3,3
train,1,0,5,Y,False,254,128,2082
train,1,0,6,N,False,4,4,5
train,1,0,6,Y,False,242,124,1860
train,1,0,7,N,False,3,3,3
train,1,0,7,Y,False,234,130,1771
train,1,0,8,N,False,1,1,1
train,1,0,8,Y,False,270,158,1498
train,1,0,9,N,False,4,4,4
train,1,0,9,Y,False,248,153,1699
train,1,0,10,N,True,6,6,12
train,1,0,10,Y,True,264,159,2120
train,1,1,11,N,False,2,2,2
train,1,1,11,Y,False,288,176,1955
train,1,1,12,N,False,3,3,5
train,1,1,12,Y,False,266,169,1955
train,1,1,13,Y,False,271,184,1705
train,1,1,14,N,True,7,7,13
train,1,1,14,Y,True,239,159,1456
train,1,1,15,N,False,3,3,4
train,1,1,15,Y,False,234,168,1433
train,1,1,16,N,False,1,1,2
train,1,1,16,Y,False,209,161,1109
train,1,1,17,N,False,3,3,3
train,1,1,17,Y,False,197,152,970
train,1,1,18,N,False,2,2,5
train,1,1,18,Y,False,198,153,1011
train,1,1,19,N,False,2,2,2
train,1,1,19,Y,False,193,156,827
train,1,1,20,N,False,3,3,4
train,1,1,20,Y,False,193,158,846
train,1,2,21,N,True,5,5,7
train,1,2,21,Y,True,164,143,786
train,1,2,22,Y,False,170,148,630
train,1,2,23,N,False,2,2,2
train,1,2,23,Y,False,159,142,652
train,1,2,24,N,False,4,4,4
train,1,2,24,Y,False,162,142,613
train,1,2,25,N,True,5,5,6
train,1,2,25,Y,True,164,145,706
train,1,2,26,N,False,2,2,2
train,1,2,26,Y,False,131,123,553
train,1,2,27,N,False,2,2,2
train,1,2,27,Y,False,131,120,469
train,1,2,28,N,True,6,6,6
train,1,2,28,Y,True,135,126,502
train,1,2,29,N,False,4,4,5
train,1,2,29,Y,False,117,108,435
train,1,2,30,N,False,4,4,8
train,1,2,30,Y,False,131,120,548
train,1,3,31,N,True,15,15,17
train,1,3,31,Y,True,91,84,316
train,1,3,32,N,True,6,6,8
train,1,3,32,Y,True,77,73,301
train,1,3,33,N,True,9,9,13
train,1,3,33,Y,True,75,70,276
train,1,3,34,N,False,2,2,6
train,1,3,34,Y,False,78,74,260
train,1,3,35,N,True,8,8,20
train,1,3,35,Y,True,85,79,303
train,1,3,36,N,True,10,10,18
train,1,3,36,Y,True,62,57,204
train,1,3,37,N,True,7,7,11
train,1,3,37,Y,True,58,57,202
train,1,3,38,N,True,12,12,17
train,1,3,38,Y,True,62,58,248
train,1,3,39,N,True,12,12,14
train,1,3,39,Y,True,56,54,213
train,1,3,40,N,True,14,14,22
train,1,3,40,Y,True,53,51,166
train,1,4,41,N,True,8,8,16
train,1,4,41,Y,True,50,49,172
train,1,4,42,N,True,15,15,40
train,1,4,42,Y,True,38,37,102
train,1,4,43,N,True,16,16,33
train,1,4,43,Y,True,36,35,92
train,1,4,44,N,True,22,22,50
train,1,4,44,Y,True,30,29,91
train,1,4,45,N,True,21,21,51
train,1,4,45,Y,True,35,33,106
train,1,4,46,N,True,20,20,42
train,1,4,46,Y,True,26,25,94
train,1,4,47,N,True,16,16,51
train,1,4,47,Y,True,23,23,76
train,1,4,48,N,True,19,19,56
train,1,4,48,Y,True,23,23,81
train,1,4,49,N,True,22,22,73
train,1,4,49,Y,True,23,22,80
train,2,0,1,N,True,52,45,387
train,2,0,1,Y,True,30,26,131
train,2,0,2,N,True,43,39,103
train,2,0,2,Y,True,32,29,75
train,2,0,3,N,True,33,31,117
train,2,0,3,Y,True,31,29,76
train,2,0,4,N,True,27,25,150
train,2,0,4,Y,True,35,32,97
train,2,0,5,N,True,43,42,155
train,2,0,5,Y,True,35,34,85
train,2,0,6,N,True,37,36,281
train,2,0,6,Y,True,41,41,109
train,2,0,7,N,True,45,42,146
train,2,0,7,Y,True,45,45,109
train,2,0,8,N,True,48,47,122
train,2,0,8,Y,True,39,39,89
train,2,0,9,N,True,42,41,89
train,2,0,9,Y,True,46,44,121
train,2,0,10,N,True,54,51,112
train,2,0,10,Y,True,55,52,124
train,2,1,11,N,True,54,51,116
train,2,1,11,Y,True,52,51,129
train,2,1,12,N,True,57,50,144
train,2,1,12,Y,True,68,65,136
train,2,1,13,N,True,67,63,149
train,2,1,13,Y,True,59,59,142
train,2,1,14,N,True,57,56,158
train,2,1,14,Y,True,53,51,109
train,2,1,15,N,True,79,75,200
train,2,1,15,Y,True,65,63,147
train,2,1,16,N,True,69,64,156
train,2,1,16,Y,True,65,63,137
train,2,1,17,N,True,69,64,160
train,2,1,17,Y,True,64,62,158
train,2,1,18,N,True,76,71,196
train,2,1,18,Y,True,62,61,147
train,2,1,19,N,True,72,68,195
train,2,1,19,Y,True,64,62,174
train,2,1,20,N,True,83,77,247
train,2,1,20,Y,True,71,68,194
train,2,2,21,N,True,78,72,198
train,2,2,21,Y,True,59,57,154
train,2,2,22,N,True,82,76,227
train,2,2,22,Y,True,56,55,128
train,2,2,23,N,True,86,78,254
train,2,2,23,Y,True,58,56,144
train,2,2,24,N,True,91,84,235
train,2,2,24,Y,True,53,53,122
train,2,2,25,N,True,89,81,277
train,2,2,25,Y,True,82,77,281
train,2,2,26,N,True,87,79,212
train,2,2,26,Y,True,68,65,198
train,2,2,27,N,True,79,71,200
train,2,2,27,Y,True,65,62,193
train,2,2,28,N,True,82,76,184
train,2,2,28,Y,True,67,64,185
train,2,2,29,N,True,74,69,169
train,2,2,29,Y,True,57,56,190
train,2,2,30,N,True,87,81,220
train,2,2,30,Y,True,76,72,223
train,2,3,31,N,True,80,75,216
train,2,3,31,Y,True,79,74,280
train,2,3,32,N,True,89,80,503
train,2,3,32,Y,True,71,67,162
train,2,3,33,N,True,90,80,287
train,2,3,33,Y,True,81,76,223
train,2,3,34,N,True,89,81,266
train,2,3,34,Y,True,78,73,234
train,2,3,35,N,True,101,94,290
train,2,3,35,Y,True,94,89,296
train,2,3,36,N,True,87,81,266
train,2,3,36,Y,True,79,72,234
train,2,3,37,N,True,87,81,230
train,2,3,37,Y,True,74,71,212
train,2,3,38,N,True,86,83,216
train,2,3,38,Y,True,76,71,208
train,2,3,39,N,True,81,79,205
train,2,3,39,Y,True,69,63,189
train,2,3,40,N,True,88,86,218
train,2,3,40,Y,True,79,73,256
train,2,4,41,N,True,87,80,187
train,2,4,41,Y,True,70,65,171
train,2,4,42,N,True,78,76,180
train,2,4,42,Y,True,76,70,177
train,2,4,43,N,True,78,75,166
train,2,4,43,Y,True,83,77,238
train,2,4,44,N,True,75,70,153
train,2,4,44,Y,True,77,72,208
train,2,4,45,N,True,76,69,190
train,2,4,45,Y,True,92,84,299
train,2,4,46,N,True,73,69,167
train,2,4,46,Y,True,77,71,183
train,2,4,47,N,True,69,63,163
train,2,4,47,Y,True,77,71,160
train,2,4,48,N,True,71,69,136
train,2,4,48,Y,True,72,70,163
train,2,4,49,N,True,75,69,151
train,2,4,49,Y,True,76,70,187
train,3,0,1,N,True,24,24,917
train,3,0,1,Y,True,33,33,525
train,3,0,2,N,True,26,26,389
train,3,0,2,Y,True,32,31,581
train,3,0,3,N,True,49,49,459
train,3,0,3,Y,True,51,49,586
train,3,0,4,N,True,56,56,204
train,3,0,4,Y,True,58,56,515
train,3,0,5,N,True,42,41,170
train,3,0,5,Y,True,64,62,537
train,3,0,6,N,True,44,43,105
train,3,0,6,Y,True,64,61,346
train,3,0,7,N,True,36,36,108
train,3,0,7,Y,True,57,55,306
train,3,0,8,N,True,39,39,112
train,3,0,8,Y,True,66,65,353
train,3,0,9,N,True,30,30,150
train,3,0,9,Y,True,69,69,348
train,3,0,10,N,True,37,35,174
train,3,0,10,Y,True,80,80,403
train,3,1,11,N,True,35,35,178
train,3,1,11,Y,True,82,82,306
train,3,1,12,N,True,36,36,228
train,3,1,12,Y,True,83,83,269
train,3,1,13,N,True,38,36,207
train,3,1,13,Y,True,78,78,244
train,3,1,14,N,True,45,43,219
train,3,1,14,Y,True,81,81,304
train,3,1,15,N,True,37,35,338
train,3,1,15,Y,True,82,82,267
train,3,1,16,N,True,40,39,392
train,3,1,16,Y,True,90,89,282
train,3,1,17,N,True,44,44,540
train,3,1,17,Y,True,87,87,475
train,3,1,18,N,True,42,41,496
train,3,1,18,Y,True,81,81,550
train,3,1,19,N,True,49,48,628
train,3,1,19,Y,True,84,84,363
train,3,1,20,N,True,59,57,807
train,3,1,20,Y,True,101,100,386
train,3,2,21,N,True,60,58,871
train,3,2,21,Y,True,93,92,595
train,3,2,22,N,True,55,53,497
train,3,2,22,Y,True,96,95,1721
train,3,2,23,N,True,51,50,547
train,3,2,23,Y,True,100,100,390
train,3,2,24,N,True,50,49,399
train,3,2,24,Y,True,108,107,402
train,3,2,25,N,True,56,54,674
train,3,2,25,Y,True,114,111,1120
train,3,2,26,N,True,53,52,844
train,3,2,26,Y,True,54,52,256
train,3,2,27,N,True,50,50,537
train,3,2,27,Y,True,50,50,280
train,3,2,28,N,True,43,41,476
train,3,2,28,Y,True,45,44,245
train,3,2,29,N,True,50,50,479
train,3,2,29,Y,True,39,39,156
train,3,2,30,N,True,59,57,465
train,3,2,30,Y,True,63,61,274
train,3,3,31,N,True,49,48,370
train,3,3,31,Y,True,51,51,239
train,3,3,32,N,True,57,56,1208
train,3,3,32,Y,True,47,47,172
train,3,3,33,N,True,57,56,919
train,3,3,33,Y,True,59,58,216
train,3,3,34,N,True,49,47,699
train,3,3,34,Y,True,48,48,1112
train,3,3,35,N,True,60,58,653
train,3,3,35,Y,True,58,56,1443
train,3,3,36,N,True,55,54,452
train,3,3,36,Y,True,55,54,387
train,3,3,37,N,True,52,52,1271
train,3,3,37,Y,True,52,51,477
train,3,3,38,N,True,58,57,2696
train,3,3,38,Y,True,47,45,545
train,3,3,39,N,True,56,56,1904
train,3,3,39,Y,True,58,57,523
train,3,3,40,N,True,66,65,983
train,3,3,40,Y,True,58,56,308
train,3,4,41,N,True,55,53,482
train,3,4,41,Y,True,48,47,509
train,3,4,42,N,True,68,66,589
train,3,4,42,Y,True,64,62,649
train,3,4,43,N,True,67,65,755
train,3,4,43,Y,True,64,63,531
train,3,4,44,N,True,59,57,1148
train,3,4,44,Y,True,68,67,661
train,3,4,45,N,True,60,58,709
train,3,4,45,Y,True,68,67,472
train,3,4,46,N,True,64,62,416
train,3,4,46,Y,True,61,60,494
train,3,4,47,N,True,62,60,631
train,3,4,47,Y,True,59,57,318
train,3,4,48,N,True,59,55,357
train,3,4,48,Y,True,62,60,332
train,3,4,49,N,True,66,60,277
train,3,4,49,Y,True,61,57,411
train,4,0,1,N,True,12,12,33
train,4,0,1,Y,True,261,226,2413
train,4,0,2,N,True,5,5,37
train,4,0,2,Y,True,239,216,1506
train,4,0,3,N,True,8,8,41
train,4,0,3,Y,True,272,241,1759
train,4,0,4,N,True,8,8,42
train,4,0,4,Y,True,247,223,1285
train,4,0,5,N,True,12,12,83
train,4,0,5,Y,True,269,247,1403
train,4,0,6,N,True,12,12,51
train,4,0,6,Y,True,271,247,1329
train,4,0,7,N,True,10,10,37
train,4,0,7,Y,True,284,265,1351
train,4,0,8,N,True,12,12,53
train,4,0,8,Y,True,278,260,1328
train,4,0,9,N,True,11,11,51
train,4,0,9,Y,True,288,269,1413
train,4,0,10,N,True,15,15,77
train,4,0,10,Y,True,309,280,1619
train,4,1,11,N,True,16,16,58
train,4,1,11,Y,True,289,267,1278
train,4,1,12,N,True,15,15,57
train,4,1,12,Y,True,286,265,1205
train,4,1,13,N,True,17,17,52
train,4,1,13,Y,True,282,263,1159
train,4,1,14,N,True,23,23,56
train,4,1,14,Y,True,294,274,1130
train,4,1,15,N,True,24,24,77
train,4,1,15,Y,True,298,282,1230
train,4,1,16,N,True,20,20,59
train,4,1,16,Y,True,279,262,1030
train,4,1,17,N,True,22,22,65
train,4,1,17,Y,True,279,260,1087
train,4,1,18,N,True,24,24,99
train,4,1,18,Y,True,275,255,1132
train,4,1,19,N,True,18,18,68
train,4,1,19,Y,True,270,253,986
train,4,1,20,N,True,27,27,123
train,4,1,20,Y,True,294,275,1269
train,4,2,21,N,True,27,27,103
train,4,2,21,Y,True,262,247,1093
train,4,2,22,N,True,27,27,88
train,4,2,22,Y,True,259,244,996
train,4,2,23,N,True,23,23,80
train,4,2,23,Y,True,258,240,916
train,4,2,24,N,True,24,24,82
train,4,2,24,Y,True,266,247,904
train,4,2,25,N,True,36,36,132
train,4,2,25,Y,True,274,252,1156
train,4,2,26,N,True,27,26,75
train,4,2,26,Y,True,255,238,980
train,4,2,27,N,True,27,27,52
train,4,2,27,Y,True,253,235,899
train,4,2,28,N,True,31,31,85
train,4,2,28,Y,True,269,247,923
train,4,2,29,N,True,29,28,91
train,4,2,29,Y,True,219,202,882
train,4,2,30,N,True,35,35,94
train,4,2,30,Y,True,252,234,1261
train,4,3,31,N,True,33,32,124
train,4,3,31,Y,True,241,225,976
train,4,3,32,N,True,42,41,153
train,4,3,32,Y,True,239,223,988
train,4,3,33,N,True,40,39,129
train,4,3,33,Y,True,255,234,1013
train,4,3,34,N,True,42,41,171
train,4,3,34,Y,True,234,218,983
train,4,3,35,N,True,54,51,251
train,4,3,35,Y,True,254,235,1201
train,4,3,36,N,True,60,59,233
train,4,3,36,Y,True,240,223,1141
train,4,3,37,N,True,70,67,312
train,4,3,37,Y,True,236,214,1063
train,4,3,38,N,True,58,56,276
train,4,3,38,Y,True,234,214,1103
train,4,3,39,N,True,79,78,426
train,4,3,39,Y,True,232,213,1219
train,4,3,40,N,True,94,91,550
train,4,3,40,Y,True,242,219,1098
train,4,4,41,N,True,101,98,694
train,4,4,41,Y,True,219,202,853
train,4,4,42,N,True,102,98,607
train,4,4,42,Y,True,177,163,813
train,4,4,43,N,True,98,95,658
train,4,4,43,Y,True,209,194,920
train,4,4,44,N,True,110,107,674
train,4,4,44,Y,True,211,194,1006
train,4,4,45,N,True,119,114,793
train,4,4,45,Y,True,193,177,932
train,4,4,46,N,True,118,115,697
train,4,4,46,Y,True,191,178,937
train,4,4,47,N,True,120,116,715
train,4,4,47,Y,True,165,154,891
train,4,4,48,N,True,128,124,851
train,4,4,48,Y,True,169,156,984
train,4,4,49,N,True,128,127,803
train,4,4,49,Y,True,152,144,875
train,5,0,1,N,True,39,39,147
train,5,0,1,Y,True,94,81,501
train,5,0,2,N,True,39,39,119
train,5,0,2,Y,True,85,78,354
train,5,0,3,N,True,42,42,113
train,5,0,3,Y,True,74,67,293
train,5,0,4,N,True,44,44,151
train,5,0,4,Y,True,71,62,189
train,5,0,5,N,True,62,62,212
train,5,0,5,Y,True,84,77,213
train,5,0,6,N,True,49,49,227
train,5,0,6,Y,True,74,67,184
train,5,0,7,N,True,45,45,226
train,5,0,7,Y,True,66,62,177
train,5,0,8,N,True,50,50,278
train,5,0,8,Y,True,78,71,204
train,5,0,9,N,True,47,47,259
train,5,0,9,Y,True,64,59,178
train,5,0,10,N,True,66,66,361
train,5,0,10,Y,True,76,71,266
train,5,1,11,N,True,59,59,343
train,5,1,11,Y,True,64,61,174
train,5,1,12,N,True,46,46,223
