approach,silhouette,price_bin_nmi,lsa_explained_variance,zero_text_vectors,price_removal_adjusted_rand
text,0.31330163778189524,0.0747576257630279,0.2321279154669641,2,0.6398580671209484
text_price,0.3069762201604513,0.07744705549770403,0.2321279154669641,2,0.6398580671209484
