quantile,rows,clusters,predicted_tax_pp,realized_tax_pp,realized_wedge_pp
1,5,2,0.5438465448029388,5.018531023356786,-5.018531023356786
2,5,3,11.939839746159452,-9.249087278468071,9.249087278468071
3,6,3,23.158054318313166,-8.250947649954743,8.250947649954743
